,AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY,Total
2020-01-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0
2020-01-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0
2020-01-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0
2020-01-26,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.0
2020-01-27,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.0
2020-01-28,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.0
2020-01-29,0,0,0,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.0
2020-01-30,0,0,0,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.0
2020-01-31,0,0,0,1,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8.0
2020-02-01,0,0,0,1,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9.0
2020-02-02,0,0,0,1,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9.0
2020-02-03,0,0,0,1,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11.0
2020-02-04,0,0,0,1,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11.0
2020-02-05,0,0,0,1,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11.0
2020-02-06,0,0,0,1,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11.0
2020-02-07,0,0,0,1,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11.0
2020-02-08,0,0,0,1,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11.0
2020-02-09,0,0,0,1,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11.0
2020-02-10,0,0,0,1,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11.0
2020-02-11,0,0,0,1,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12.0
2020-02-12,0,0,0,1,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12.0
2020-02-13,0,0,0,1,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13.0
2020-02-14,0,0,0,1,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13.0
2020-02-15,0,0,0,1,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13.0
2020-02-16,0,0,0,1,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13.0
2020-02-17,0,0,0,1,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13.0
2020-02-18,0,0,0,1,9,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14.0
2020-02-19,0,0,0,1,9,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14.0
2020-02-20,0,0,0,1,9,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14.0
2020-02-21,0,0,0,1,12,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17.0
2020-02-22,0,0,0,1,12,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17.0
2020-02-23,0,0,0,1,12,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17.0
2020-02-24,0,0,0,1,13,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18.0
2020-02-25,0,0,0,1,13,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18.0
2020-02-26,0,0,0,1,15,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20.0
2020-02-27,0,0,0,1,16,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21.0
2020-02-28,0,0,0,1,18,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23.0
2020-02-29,0,0,0,1,22,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,34.0
2020-03-01,0,0,0,1,22,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,11,0,0,0,40.0
2020-03-02,0,0,0,1,30,0,0,0,0,1,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,0,2,0,0,0,0,0,0,0,18,0,0,0,62.0
2020-03-03,0,0,0,1,34,0,0,0,0,1,2,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,2,0,0,0,2,0,0,3,0,2,0,0,0,0,0,0,0,27,0,0,0,81.0
2020-03-04,0,0,0,1,48,0,0,0,0,1,2,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,2,0,0,0,11,0,0,3,0,2,0,0,0,0,0,0,0,39,0,0,0,116.0
2020-03-05,0,0,0,1,62,0,0,0,0,2,2,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,2,2,0,1,23,0,0,3,0,2,0,0,1,3,0,0,0,70,0,0,0,182.0
2020-03-06,0,0,0,2,79,3,0,0,0,2,3,0,0,0,5,1,0,0,0,6,3,0,0,1,0,0,0,2,0,1,2,2,0,2,25,0,0,3,2,2,2,0,1,4,0,0,0,78,0,0,0,231.0
2020-03-07,0,0,0,4,119,7,0,0,0,6,5,1,0,0,6,1,0,0,0,6,3,0,0,1,0,0,0,2,0,1,2,4,0,2,77,0,1,6,2,3,5,0,1,8,1,0,0,102,0,0,0,376.0
2020-03-08,0,0,0,4,131,7,0,2,0,9,5,1,0,0,7,2,1,0,0,22,5,0,0,1,1,0,0,2,0,1,4,5,0,4,107,0,1,14,6,3,7,0,3,11,1,2,1,122,0,0,0,492.0
2020-03-09,0,0,0,6,194,14,1,4,0,14,17,2,8,0,13,6,1,3,1,41,8,0,0,1,1,0,0,7,0,4,4,15,0,4,145,3,2,14,12,3,9,1,3,16,2,6,1,162,3,0,0,751.0
2020-03-10,0,0,0,6,221,18,2,4,0,25,19,2,14,0,19,10,1,4,5,92,9,0,2,2,1,0,0,8,0,5,5,23,0,7,173,3,2,15,14,5,10,5,7,21,2,6,1,265,3,0,0,1036.0
2020-03-11,0,0,1,10,278,24,3,10,0,32,32,2,14,0,24,10,1,6,12,96,12,0,2,3,1,0,0,16,0,10,5,23,3,7,207,4,2,19,19,5,12,7,8,21,2,6,1,365,3,0,0,1318.0
2020-03-12,1,0,5,10,304,49,5,10,4,42,43,2,16,0,32,12,5,10,18,108,12,1,12,10,2,1,0,16,1,11,6,29,5,11,325,5,3,24,22,5,13,8,17,23,5,6,2,457,6,0,1,1715.0
